MMSI,Longitude,Latitude,SOG,COG,Heading
316015121,-76.7405,44.1928,1.0,198.0,511.0
316015121,-76.74104,44.19132,6.8,185.6,511.0
316015121,-76.73483,44.18632,8.2,113.3,511.0
316015121,-76.74059,44.1928,0.0,-68.6,511.0
316015121,-76.72832,44.18435,8.5,116.4,511.0
316015121,-76.71918,44.18014,8.4,124.4,511.0
316015121,-76.73435,44.18943,8.0,-133.5,511.0
316015121,-76.74091,44.19144,4.7,0.3,511.0
316015121,-76.71606,44.17862,8.4,124.9,511.0
316015121,-76.70419,44.17239,3.1,107.7,511.0
316015121,-76.70786,44.17401,8.4,131.4,511.0
316015121,-76.71346,44.17724,8.5,128.1,511.0
316015121,-76.7104,44.17552,8.5,128.0,511.0
316015121,-76.72501,44.18308,8.5,123.5,511.0
316015121,-76.72232,44.18172,8.4,124.4,511.0
316015121,-76.70579,44.17291,5.4,119.0,511.0
316015121,-76.70323,44.17219,0.0,131.6,511.0
316015121,-76.70319,44.17217,0.0,181.4,511.0
316015121,-76.70322,44.17224,0.0,197.1,511.0
316015121,-76.70321,44.17216,0.0,159.5,511.0
316015121,-76.70324,44.17223,0.0,-185.7,511.0
316015121,-76.7032,44.17225,0.0,-178.9,511.0
316015121,-76.7032,44.17221,0.0,-176.6,511.0
316015121,-76.70427,44.17239,5.6,-126.2,511.0
316015121,-76.74055,44.19284,0.0,-111.3,511.0
316015121,-76.74054,44.19282,0.0,-133.0,511.0
316015121,-76.7115,44.17745,8.6,-87.6,511.0
316015121,-76.71384,44.17961,8.4,-86.4,511.0
316015121,-76.70322,44.17224,0.0,103.7,511.0
316015121,-76.70327,44.17223,0.0,-196.8,511.0
316015121,-76.72347,44.18682,7.6,-115.5,511.0
316015121,-76.70656,44.1734,7.8,-97.6,511.0
316015121,-76.70913,44.17535,8.4,-90.8,511.0
316015121,-76.72054,44.18556,8.0,-99.5,511.0
316015121,-76.72668,44.18774,7.6,-122.7,511.0
316015121,-76.73647,44.1891,8.0,-122.6,511.0
316015121,-76.70323,44.17225,0.0,-184.5,511.0
316015121,-76.71815,44.18368,8.2,-88.9,511.0
316015121,-76.70335,44.17229,0.9,107.0,511.0
316015121,-76.74051,44.19277,0.0,-82.7,511.0
316015121,-76.72956,44.18818,7.8,-132.2,511.0
316015121,-76.73306,44.18855,7.7,-129.3,511.0
316015121,-76.73929,44.18994,7.6,-106.4,511.0
316015121,-76.70327,44.17222,0.0,-190.6,511.0
316015121,-76.74068,44.19166,4.8,-53.4,511.0
316015121,-76.74062,44.19256,2.0,14.4,511.0
316015121,-76.74053,44.19276,0.0,-93.5,511.0
316015121,-76.74055,44.19278,0.0,-106.1,511.0
316015121,-76.7158,44.18147,8.3,-87.1,511.0
316015121,-76.74055,44.19275,0.0,-102.2,511.0
316015121,-76.74058,44.19275,0.0,-148.3,511.0
316015121,-76.74059,44.19278,0.0,-133.2,511.0
316015121,-76.74055,44.19275,0.0,-156.5,511.0
316015121,-76.74057,44.19275,0.0,-161.3,511.0
316015121,-76.74059,44.19276,0.0,-143.1,511.0
316015121,-76.74059,44.19276,0.5,-186.4,511.0
316015121,-76.74121,44.19134,7.0,191.0,511.0
316015121,-76.73801,44.18735,8.6,123.4,511.0
316015121,-76.73149,44.18524,8.8,115.0,511.0
316015121,-76.72778,44.18409,8.8,109.2,511.0
316015121,-76.74058,44.19279,0.0,-120.9,511.0
316015121,-76.71551,44.17876,8.6,128.1,511.0
316015121,-76.71242,44.17695,8.6,129.1,511.0
316015121,-76.70952,44.17521,8.5,128.3,511.0
316015121,-76.70372,44.17233,2.1,103.0,511.0
316015121,-76.70323,44.1722,0.0,124.7,511.0
316015121,-76.70709,44.17369,7.7,132.4,511.0
316015121,-76.72108,44.18184,8.6,124.9,511.0
316015121,-76.70325,44.17223,0.3,102.9,511.0
316015121,-76.74032,44.18896,8.4,148.0,511.0
316015121,-76.73456,44.18614,8.6,110.2,511.0
316015121,-76.7246,44.1832,8.9,114.4,511.0
316015121,-76.7032,44.17221,0.0,120.9,511.0
316015121,-76.70325,44.1722,0.0,125.4,511.0
316015121,-76.70323,44.17221,0.0,126.3,511.0
316015121,-76.70324,44.1722,0.0,125.9,511.0
316015121,-76.70324,44.17221,0.0,116.6,511.0
316015121,-76.7049,44.1726,4.3,113.0,511.0
316015121,-76.70322,44.17221,0.0,125.4,511.0
316015121,-76.71813,44.1802,8.5,127.0,511.0
316015121,-76.70326,44.17221,0.0,111.5,511.0
316015121,-76.71154,44.17705,8.5,-93.5,511.0
316015121,-76.70323,44.17219,0.0,95.8,511.0
316015121,-76.70325,44.1722,0.0,111.3,511.0
316015121,-76.70324,44.17218,0.0,100.2,511.0
316015121,-76.72137,44.18449,8.1,-95.8,511.0
316015121,-76.73234,44.18863,7.8,-127.6,511.0
316015121,-76.71417,44.17902,8.4,-93.3,511.0
316015121,-76.71675,44.18096,8.3,-91.8,511.0
316015121,-76.72942,44.18813,7.7,-125.1,511.0
316015121,-76.73871,44.1898,7.7,-116.2,511.0
316015121,-76.74044,44.19112,4.6,-64.6,511.0
316015121,-76.74057,44.19277,0.0,1.9,511.0
316015121,-76.7358,44.18912,8.0,-125.0,511.0
316015121,-76.74055,44.19274,0.6,17.7,511.0
316015121,-76.70324,44.1722,0.0,114.4,511.0
316015121,-76.70321,44.17222,0.0,125.3,511.0
316015121,-76.70662,44.17346,7.8,-101.0,511.0
316015121,-76.70932,44.17533,8.5,-93.0,511.0
316015121,-76.74057,44.19275,1.2,-196.0,511.0
316015121,-76.74061,44.19281,0.0,-50.8,511.0
316015121,-76.71888,44.18262,8.3,-91.5,511.0
316015121,-76.74061,44.19277,0.0,-73.2,511.0
316015121,-76.72615,44.18721,7.7,-111.6,511.0
316015121,-76.71522,44.17743,10.8,124.6,511.0
316015121,-76.71874,44.17902,10.8,120.3,511.0
316015121,-76.70435,44.1724,5.7,-123.6,511.0
316015121,-76.71125,44.1754,10.7,125.7,511.0
316015121,-76.74057,44.19277,0.0,8.4,511.0
316015121,-76.74059,44.19278,0.0,13.2,511.0
316015121,-76.74058,44.1928,0.0,4.7,511.0
316015121,-76.70323,44.17224,0.0,102.5,511.0
316015121,-76.74059,44.19279,0.0,12.4,511.0
316015121,-76.72365,44.1859,7.9,-98.5,511.0
316015121,-76.7305,44.18416,10.6,123.4,511.0
316015121,-76.72284,44.18077,10.8,121.5,511.0
316015121,-76.7345,44.18608,10.6,124.3,511.0
316015121,-76.70323,44.17226,0.1,92.3,511.0
316015121,-76.70319,44.17226,0.0,132.4,511.0
316015121,-76.70322,44.17226,0.0,199.2,511.0
316015121,-76.70323,44.17222,0.0,-188.5,511.0
316015121,-76.74066,44.19227,2.7,-51.9,511.0
316015121,-76.70322,44.17222,0.0,166.6,511.0
316015121,-76.7032,44.17222,0.1,-153.3,511.0
316015121,-76.70744,44.17338,8.8,125.7,511.0
316015121,-76.70352,44.17226,1.8,95.9,511.0
316015121,-76.70321,44.17223,0.0,-163.5,511.0
316015121,-76.70321,44.17222,0.0,-156.8,511.0
316015121,-76.7032,44.17218,0.1,-143.8,511.0
316015121,-76.70325,44.17218,0.0,-134.4,511.0
316015121,-76.70322,44.17219,0.0,-136.7,511.0
316015121,-76.7406,44.19279,0.0,-59.5,511.0
316015121,-76.70323,44.17218,0.1,-132.7,511.0
316015121,-76.70323,44.17218,0.0,-138.0,511.0
316015121,-76.74076,44.19087,9.0,168.5,511.0
316015121,-76.73816,44.18817,10.6,132.2,511.0
316015121,-76.72635,44.18239,10.8,120.7,511.0
316015121,-76.70319,44.1722,0.0,-150.0,511.0
316015121,-76.70318,44.17221,0.0,99.4,511.0
316015121,-76.70517,44.17256,5.5,109.0,511.0
316015121,-76.70328,44.1722,0.0,-141.3,511.0
316015121,-76.70322,44.17224,0.0,-171.8,511.0
316015121,-76.70326,44.17222,0.0,-134.2,511.0
316015121,-76.70322,44.17221,0.0,-137.6,511.0
316015121,-76.70326,44.17221,0.0,-140.8,511.0
316015121,-76.70327,44.1722,0.0,-148.2,511.0
316015121,-76.70326,44.17218,0.1,-137.6,511.0
316015121,-76.70322,44.17225,0.0,112.1,511.0
316015121,-76.7032,44.17222,0.0,123.4,511.0
316015121,-76.70325,44.17219,0.0,-141.0,511.0
316015121,-76.70324,44.17222,0.0,-140.7,511.0
316015121,-76.7032,44.17222,0.0,-156.4,511.0
316015121,-76.70321,44.17223,0.0,-157.2,511.0
316015121,-76.70322,44.17223,0.0,-157.8,511.0
316015121,-76.70325,44.17222,0.0,-139.7,511.0
316015121,-76.70324,44.1722,0.1,-149.4,511.0
316015121,-76.7032,44.17222,0.0,-148.1,511.0
316015121,-76.70325,44.1722,0.1,-148.1,511.0
316015121,-76.70323,44.17222,0.0,-157.1,511.0
316015121,-76.70321,44.17221,0.0,-149.6,511.0
316015121,-76.70323,44.17222,0.0,-158.0,511.0
316015121,-76.70322,44.17225,0.0,-152.1,511.0
316015121,-76.70323,44.17222,0.0,-154.5,511.0
316015121,-76.70325,44.17221,0.0,-152.7,511.0
316015121,-76.70323,44.1722,0.0,-150.8,511.0
316015121,-76.70324,44.17224,0.0,-151.5,511.0
316015121,-76.70322,44.17224,0.0,-146.8,511.0
316015121,-76.70324,44.17218,0.0,-146.6,511.0
316015121,-76.70319,44.17218,0.0,-147.8,511.0
316015121,-76.70319,44.1722,0.0,-140.9,511.0
316015121,-76.70326,44.1722,0.0,-132.7,511.0
316015121,-76.70327,44.1722,0.0,-137.9,511.0
316015121,-76.70321,44.1722,0.0,-145.0,511.0
316015121,-76.7032,44.1722,0.0,-136.6,511.0
316015121,-76.70319,44.17218,0.0,-155.3,511.0
316015121,-76.70319,44.17217,0.0,-160.3,511.0
316015121,-76.70319,44.17217,0.0,-163.1,511.0
316015121,-76.70323,44.1722,0.1,-164.2,511.0
316015121,-76.70321,44.17222,0.0,-170.7,511.0
316015121,-76.70322,44.1722,0.0,-170.7,511.0
316015121,-76.70321,44.17218,0.0,-165.9,511.0
316015121,-76.70319,44.17222,0.0,-169.7,511.0
316015121,-76.70323,44.17219,0.0,-166.8,511.0
316015121,-76.70321,44.1722,0.0,-183.0,511.0
316015121,-76.70319,44.17218,0.0,-172.8,511.0
316015121,-76.70317,44.17217,0.0,-176.1,511.0
316015121,-76.70319,44.17218,0.0,-176.3,511.0
316015121,-76.70323,44.17221,0.0,-180.8,511.0
316015121,-76.70323,44.1722,0.0,-182.0,511.0
316015121,-76.70322,44.17217,0.0,-172.6,511.0
316015121,-76.70321,44.1722,0.1,-171.7,511.0
316015121,-76.70322,44.17223,0.0,-156.8,511.0
316015121,-76.70323,44.17223,0.0,-183.9,511.0
316015121,-76.70322,44.17224,0.0,-178.4,511.0
316015121,-76.7032,44.17218,0.0,-177.1,511.0
316015121,-76.70321,44.17224,0.0,-185.8,511.0
316015121,-76.70327,44.17222,0.0,-181.1,511.0
316015121,-76.70321,44.17222,0.0,-167.5,511.0
316015121,-76.70323,44.17224,0.1,-180.2,511.0
316015121,-76.70325,44.1722,0.0,-166.5,511.0
316015121,-76.70321,44.17223,0.0,-175.9,511.0
316015121,-76.70327,44.17218,0.0,-156.8,511.0
316015121,-76.70322,44.17225,0.0,-182.9,511.0
316015121,-76.70325,44.1722,0.0,-172.8,511.0
316015121,-76.7032,44.17222,0.0,-165.4,511.0
316015121,-76.70325,44.17218,0.0,-151.9,511.0
316015121,-76.70326,44.17216,0.0,-141.6,511.0
316015121,-76.70325,44.17223,0.0,-137.6,511.0
316015121,-76.70323,44.17216,0.0,-133.5,511.0
316015121,-76.70321,44.17216,0.0,-129.9,511.0
316015121,-76.70323,44.17223,0.0,-183.2,511.0
316015121,-76.70323,44.17216,0.0,-134.3,511.0
316015121,-76.70324,44.1722,0.0,-133.0,511.0
316015121,-76.70328,44.17216,0.1,-167.5,511.0
316015121,-76.70323,44.17219,0.0,-151.4,511.0
316015121,-76.70325,44.17219,0.0,-138.2,511.0
316015121,-76.7032,44.1722,0.0,-179.4,511.0
316015121,-76.70321,44.17222,0.1,-180.2,511.0
316015121,-76.70323,44.17226,0.0,-183.8,511.0
316015121,-76.70322,44.17215,0.0,-133.2,511.0
316015121,-76.70324,44.1722,0.0,-143.8,511.0
316015121,-76.70325,44.17217,0.0,-134.8,511.0
316015121,-76.70324,44.1722,0.0,-132.5,511.0
316015121,-76.70327,44.17221,0.0,-132.7,511.0
316015121,-76.70322,44.17219,0.0,-133.0,511.0
316015121,-76.70324,44.17217,0.0,-135.0,511.0
316015121,-76.70327,44.17222,0.0,-132.2,511.0
316015121,-76.70326,44.17222,0.0,-129.3,511.0
316015121,-76.70327,44.17222,0.0,-136.2,511.0
316015121,-76.70326,44.17222,0.0,-133.7,511.0
316015121,-76.70326,44.17224,0.0,-128.2,511.0
316015121,-76.70326,44.17218,0.0,-129.5,511.0
316015121,-76.70324,44.1722,0.0,-133.5,511.0
316015121,-76.70321,44.17218,0.0,-134.3,511.0
316015121,-76.70325,44.17216,0.0,-133.5,511.0
316015121,-76.70323,44.17218,0.1,-132.2,511.0
316015121,-76.70326,44.17218,0.0,-132.8,511.0
316015121,-76.70327,44.17224,0.0,-137.3,511.0
316015121,-76.70326,44.1722,0.0,-130.4,511.0
316015121,-76.70324,44.1722,0.0,-128.2,511.0
316015121,-76.70324,44.17221,0.1,-128.7,511.0
316015121,-76.70326,44.17218,0.0,-128.9,511.0
316015121,-76.70324,44.17218,0.0,-125.4,511.0
316015121,-76.70324,44.1722,0.0,-121.3,511.0
316015121,-76.70321,44.17221,0.0,-126.3,511.0
316015121,-76.70325,44.17218,0.0,-128.6,511.0
316015121,-76.70326,44.17221,0.0,-133.1,511.0
316015121,-76.70325,44.17221,0.0,-129.1,511.0
316015121,-76.70323,44.17219,0.0,-131.3,511.0
316015121,-76.70323,44.17217,0.0,-118.1,511.0
316015121,-76.70322,44.17217,0.0,-127.6,511.0
316015121,-76.70323,44.1722,0.0,-142.7,511.0
316015121,-76.70323,44.17218,0.0,-138.0,511.0
316015121,-76.70322,44.17226,0.0,-131.9,511.0
316015121,-76.70324,44.17221,0.0,-134.2,511.0
316015121,-76.70326,44.1722,0.0,-131.5,511.0
316015121,-76.70324,44.1722,0.0,-130.4,511.0
316015121,-76.70328,44.17218,0.0,-125.4,511.0
316015121,-76.70324,44.17221,0.0,-137.6,511.0
316015121,-76.70323,44.17224,0.0,-137.7,511.0
