,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,label
364,316013007,2017-01-06T14:19:58,44.232659999999996,-76.47618,-0.1,-49.6,90.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,2
366,316013007,2017-01-06T14:29:56,44.232620000000004,-76.47704,-0.1,-49.6,101.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,2
368,316013007,2017-01-06T15:38:57,44.21955,-76.46231999999999,-0.1,-49.6,99.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
369,316013007,2017-01-06T15:38:57,44.22875000000001,-76.45452,-0.1,-49.6,189.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,3
370,316013007,2017-01-06T15:48:47,44.21546,-76.42642,-0.1,-49.6,113.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
371,316013007,2017-01-06T15:48:47,44.19285,-76.45861,-0.1,-49.6,203.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
372,316013007,2017-01-06T16:02:21,44.21601,-76.42931999999999,-0.1,-49.6,103.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
373,316013007,2017-01-06T16:02:21,44.19575000000001,-76.45805999999997,-0.1,-49.6,193.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
374,316013007,2017-01-06T16:14:27,44.22404,-76.47316,-0.1,-49.6,164.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,-1
376,316013007,2017-01-06T17:18:48,44.23251,-76.47567,-0.1,-49.6,98.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,2
378,316013007,2017-01-06T17:24:27,44.23261,-76.47703,-0.1,-49.6,101.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,2
380,316013007,2017-01-06T17:49:23,44.21543,-76.42627,-0.1,-49.6,119.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
381,316013007,2017-01-06T17:49:23,44.19270000000001,-76.45864,-0.1,-49.6,209.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
382,316013007,2017-01-06T20:40:24,44.22045,-76.45848000000001,-0.1,-49.6,100.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
383,316013007,2017-01-06T20:40:24,44.224909999999994,-76.45362,-0.1,-49.6,190.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,3
384,316013007,2017-01-06T22:07:01,44.221740000000004,-76.46876,-0.1,-49.6,103.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
386,316013007,2017-01-06T22:46:16,44.22163,-76.46504,-0.1,-49.6,101.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
387,316013007,2017-01-06T22:46:16,44.23147000000001,-76.45244,-0.1,-49.6,191.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,3
388,316013007,2017-01-07T02:00:28,44.23261,-76.47703,-0.1,-49.6,100.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,2
390,316013007,2017-01-07T02:02:40,44.23019,-76.47431999999999,-0.1,-49.6,175.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,4
392,316013007,2017-01-07T02:29:52,44.21532,-76.42603000000001,-0.1,-49.6,116.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
393,316013007,2017-01-07T02:29:52,44.19246,-76.45875,-0.1,-49.6,206.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
394,316013007,2017-01-07T02:37:38,44.219159999999995,-76.44886,-0.1,-49.6,98.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
395,316013007,2017-01-07T02:37:38,44.21529,-76.45490999999998,-0.1,-49.6,188.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,3
396,316013007,2017-01-07T03:47:56,44.21968,-76.45403,-0.1,-49.6,102.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
397,316013007,2017-01-07T03:47:56,44.22046000000001,-76.45438999999998,-0.1,-49.6,192.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,3
398,316013007,2017-01-07T03:48:58,44.22025,-76.45787,-0.1,-49.6,103.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
399,316013007,2017-01-07T03:48:58,44.22430000000001,-76.45382,-0.1,-49.6,193.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,3
400,316013007,2017-01-07T03:59:59,44.232620000000004,-76.47703,-0.1,-49.6,102.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,2
402,316013007,2017-01-07T04:05:27,44.2326,-76.47705,-0.1,-49.6,102.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,2
404,316013007,2017-01-07T04:13:09,44.23261,-76.47703,-0.1,-49.6,101.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,2
406,316013007,2017-01-07T04:39:58,44.215340000000005,-76.42603000000001,-0.1,-49.6,115.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
407,316013007,2017-01-07T04:39:58,44.19246,-76.45873,-0.1,-49.6,205.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
408,316013007,2017-01-07T04:43:27,44.215340000000005,-76.42603000000001,-0.1,-49.6,115.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
409,316013007,2017-01-07T04:43:27,44.19246,-76.45873,-0.1,-49.6,205.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
410,316013007,2017-01-07T05:33:55,44.23261,-76.47702,-0.1,-49.6,101.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,2
412,316013007,2017-01-07T05:39:29,44.23264,-76.47704,-0.1,-49.6,101.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,2
414,316013007,2017-01-07T07:08:57,44.22348,-76.47283,-0.1,-49.6,157.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,-1
416,316013007,2017-01-07T07:25:50,44.21535,-76.42604,-0.1,-49.6,116.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
417,316013007,2017-01-07T07:25:50,44.19247000000001,-76.45872,-0.1,-49.6,206.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
418,316013007,2017-01-07T07:29:17,44.21533,-76.42604,-0.1,-49.6,116.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
419,316013007,2017-01-07T07:29:17,44.19247000000001,-76.45873999999998,-0.1,-49.6,206.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
420,316013007,2017-01-07T08:16:57,44.215340000000005,-76.42605,-0.1,-49.6,115.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
421,316013007,2017-01-07T08:16:57,44.19248000000001,-76.45873,-0.1,-49.6,205.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
422,316013007,2017-01-07T09:20:56,44.21536,-76.42605,-0.1,-49.6,116.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
423,316013007,2017-01-07T09:20:56,44.19248000000001,-76.45871,-0.1,-49.6,206.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
424,316013007,2017-01-07T11:45:20,44.21535,-76.42617,-0.1,-49.6,110.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
425,316013007,2017-01-07T11:45:20,44.19260000000001,-76.45872,-0.1,-49.6,200.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
426,316013007,2017-01-07T12:49:26,44.21693,-76.43455,-0.1,-49.6,100.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
427,316013007,2017-01-07T12:49:26,44.20098000000001,-76.45714,-0.1,-49.6,190.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
428,316013007,2017-01-07T15:26:16,44.232620000000004,-76.47704,-0.1,-49.6,101.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,2
430,316013007,2017-01-07T17:27:09,44.232620000000004,-76.47704,-0.1,-49.6,100.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,2
432,316013007,2017-01-07T18:42:10,44.23261,-76.47703,-0.1,-49.6,101.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,2
434,316013007,2017-01-07T19:36:46,44.21818,-76.44106,-0.1,-49.6,101.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
435,316013007,2017-01-07T19:36:46,44.20749,-76.45589,-0.1,-49.6,191.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
436,316013007,2017-01-07T19:38:56,44.21937,-76.44918,-0.1,-49.6,100.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
437,316013007,2017-01-07T19:38:56,44.21561000000001,-76.4547,-0.1,-49.6,190.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,3
438,316013007,2017-01-07T19:53:35,44.2326,-76.47703,-0.1,-49.6,101.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,2
440,316013007,2017-01-07T19:56:55,44.2326,-76.47703,-0.1,-49.6,101.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,2
442,316013007,2017-01-07T21:41:19,44.22087,-76.46047,-0.1,-49.6,99.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
443,316013007,2017-01-07T21:41:19,44.22690000000001,-76.4532,-0.1,-49.6,189.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,3
444,316013007,2017-01-07T21:59:07,44.23261,-76.47702,-0.1,-49.6,101.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,2
446,316013007,2017-01-07T22:41:26,44.22075,-76.45897,-0.1,-49.6,102.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
447,316013007,2017-01-07T22:41:26,44.2254,-76.45331999999998,-0.1,-49.6,192.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,3
448,316013007,2017-01-07T23:18:09,44.215759999999996,-76.42881,-0.1,-49.6,97.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
449,316013007,2017-01-07T23:18:09,44.19524000000001,-76.45830999999998,-0.1,-49.6,187.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
450,316013007,2017-01-08T00:42:17,44.22205,-76.47113,-0.1,-49.6,124.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,-1
452,316013007,2017-01-08T00:45:28,44.23007,-76.47411,-0.1,-49.6,174.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,4
454,316013007,2017-01-08T01:14:46,44.21717,-76.43523,-0.1,-49.6,97.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
455,316013007,2017-01-08T01:14:46,44.20166000000001,-76.45689999999998,-0.1,-49.6,187.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
456,316013007,2017-01-08T01:52:56,44.23261,-76.47704,-0.1,-49.6,100.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,2
458,316013007,2017-01-08T03:52:48,44.22019,-76.45736,-0.1,-49.6,103.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
459,316013007,2017-01-08T03:52:48,44.22379,-76.45388,-0.1,-49.6,193.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,3
460,316013007,2017-01-08T06:06:46,44.215340000000005,-76.42605999999999,-0.1,-49.6,116.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
461,316013007,2017-01-08T06:06:46,44.19249000000002,-76.45873,-0.1,-49.6,206.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
462,316013007,2017-01-08T06:17:10,44.21533,-76.42604,-0.1,-49.6,116.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
463,316013007,2017-01-08T06:17:10,44.19247000000001,-76.45873999999998,-0.1,-49.6,206.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
464,316013007,2017-01-08T07:35:27,44.21536,-76.42605999999999,-0.1,-49.6,116.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
465,316013007,2017-01-08T07:35:27,44.19249000000002,-76.45871,-0.1,-49.6,206.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
466,316013007,2017-01-08T07:46:48,44.215340000000005,-76.42605,-0.1,-49.6,116.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
467,316013007,2017-01-08T07:46:48,44.19248000000001,-76.45873,-0.1,-49.6,206.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
468,316013007,2017-01-08T08:31:17,44.215340000000005,-76.42605999999999,-0.1,-49.6,115.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
469,316013007,2017-01-08T08:31:17,44.19249000000002,-76.45873,-0.1,-49.6,205.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
470,316013007,2017-01-08T08:34:38,44.215340000000005,-76.42605,-0.1,-49.6,115.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
471,316013007,2017-01-08T08:34:38,44.19248000000001,-76.45873,-0.1,-49.6,205.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
472,316013007,2017-01-08T08:51:10,44.215340000000005,-76.42605,-0.1,-49.6,115.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
473,316013007,2017-01-08T08:51:10,44.19248000000001,-76.45873,-0.1,-49.6,205.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
474,316013007,2017-01-08T09:23:27,44.215340000000005,-76.42605999999999,-0.1,-49.6,116.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
475,316013007,2017-01-08T09:23:27,44.19249000000002,-76.45873,-0.1,-49.6,206.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
476,316013007,2017-01-08T10:13:28,44.21535,-76.42605999999999,-0.1,-49.6,116.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
477,316013007,2017-01-08T10:13:28,44.19249000000002,-76.45872,-0.1,-49.6,206.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
478,316013007,2017-01-08T10:29:05,44.21532,-76.42604,-0.1,-49.6,116.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
479,316013007,2017-01-08T10:29:05,44.19247000000001,-76.45875,-0.1,-49.6,206.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
480,316013007,2017-01-08T12:37:24,44.21533,-76.42605,-0.1,-49.6,115.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
481,316013007,2017-01-08T12:37:24,44.19248000000001,-76.45873999999998,-0.1,-49.6,205.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
482,316013007,2017-01-08T13:13:48,44.232620000000004,-76.47705,-0.1,-49.6,101.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,2
484,316013007,2017-01-08T13:23:47,44.2326,-76.47703,-0.1,-49.6,101.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,2
486,316013007,2017-01-08T13:45:57,44.21715,-76.4383,-0.1,-49.6,93.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
487,316013007,2017-01-08T13:45:57,44.20473000000001,-76.45692,-0.1,-49.6,183.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
488,316013007,2017-01-08T13:53:52,44.21533,-76.42604,-0.1,-49.6,115.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
489,316013007,2017-01-08T13:53:52,44.19247000000001,-76.45873999999998,-0.1,-49.6,205.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
490,316013007,2017-01-08T14:11:26,44.21993,-76.45595,-0.1,-49.6,100.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
491,316013007,2017-01-08T14:11:26,44.22238000000001,-76.45414,-0.1,-49.6,190.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,3
492,316013007,2017-01-08T14:12:35,44.2205,-76.46021,-0.1,-49.6,101.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
493,316013007,2017-01-08T14:12:35,44.22664000000001,-76.45356999999998,-0.1,-49.6,191.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,3
494,316013007,2017-01-08T14:34:25,44.23107,-76.47412,-0.1,-49.6,169.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,4
496,316013007,2017-01-08T14:55:44,44.215340000000005,-76.42605,-0.1,-49.6,116.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
497,316013007,2017-01-08T14:55:44,44.19248000000001,-76.45873,-0.1,-49.6,206.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
498,316013007,2017-01-08T15:12:17,44.221090000000004,-76.46125,-0.1,-49.6,101.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
499,316013007,2017-01-08T15:12:17,44.22768000000002,-76.45298000000001,-0.1,-49.6,191.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,3
500,316013007,2017-01-08T16:02:58,44.21585,-76.42936,-0.1,-49.6,103.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
501,316013007,2017-01-08T16:02:58,44.19579000000001,-76.45821999999998,-0.1,-49.6,193.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
502,316013007,2017-01-08T16:57:07,44.215340000000005,-76.42605999999999,-0.1,-49.6,115.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
503,316013007,2017-01-08T16:57:07,44.19249000000002,-76.45873,-0.1,-49.6,205.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
504,316013007,2017-01-08T19:07:08,44.22314,-76.47267,-0.1,-49.6,129.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,-1
506,316013007,2017-01-08T19:30:57,44.21533,-76.42603000000001,-0.1,-49.6,116.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
507,316013007,2017-01-08T19:30:57,44.19246,-76.45873999999998,-0.1,-49.6,206.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
508,316013007,2017-01-08T20:15:19,44.21535,-76.42604,-0.1,-49.6,115.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
509,316013007,2017-01-08T20:15:19,44.19247000000001,-76.45872,-0.1,-49.6,205.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
510,316013007,2017-01-08T20:19:48,44.216429999999995,-76.4356,-0.1,-49.6,102.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
511,316013007,2017-01-08T20:19:48,44.20203,-76.45764,-0.1,-49.6,192.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
512,316013007,2017-01-08T21:15:17,44.215340000000005,-76.42604,-0.1,-49.6,115.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
513,316013007,2017-01-08T21:15:17,44.19247000000001,-76.45873,-0.1,-49.6,205.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
514,316013007,2017-01-08T22:00:59,44.23261,-76.47700999999999,-0.1,-49.6,101.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,2
516,316013007,2017-01-08T22:40:10,44.21839,-76.45036,-0.1,-49.6,107.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
517,316013007,2017-01-08T22:40:10,44.21679000000001,-76.45568,-0.1,-49.6,197.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,3
518,316013007,2017-01-08T22:52:20,44.23261,-76.47703,-0.1,-49.6,101.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,2
520,316013007,2017-01-08T23:24:38,44.21533,-76.42603000000001,-0.1,-49.6,116.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
521,316013007,2017-01-08T23:24:38,44.19246,-76.45873999999998,-0.1,-49.6,206.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,1
522,316013007,2017-01-08T23:45:37,44.22426,-76.47343000000001,-0.1,-49.6,170.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,4
524,316013007,2017-01-09T01:23:58,44.21543,-76.42736,-0.1,-49.6,96.0,WOLFE ISLANDER III,IMO7423079,VA3418,WOLFE ISLANDER III,under way using engine,62.49,20.27,2.3,60,0
