,Unnamed: 0,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,label
3894,3894,316013007,2017-01-04T00:47:46,44.23172,-76.47462,-0.1,-49.6,150,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,4
35514,35514,316013007,2017-01-28T18:59:10,44.23118,-76.47412,-0.1,-49.6,156,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,4
18368,18368,316013007,2017-01-15T11:02:19,44.23154,-76.47488,-0.1,-49.6,155,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,4
215,215,316013007,2017-01-01T03:59:11,44.23173,-76.47501,-0.1,-49.6,154,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,4
25222,25222,316013007,2017-01-20T19:03:08,44.23228,-76.47516999999998,-0.1,-49.6,155,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,4
935,935,316013007,2017-01-01T17:18:49,44.23119000000001,-76.47413,-0.1,-49.6,155,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,4
16456,16456,316013007,2017-01-13T21:49:30,44.23122,-76.47394,-0.1,-49.6,151,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,4
29070,29070,316013007,2017-01-23T18:34:09,44.23155,-76.4746,-0.1,-49.6,147,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,4
21289,21289,316013007,2017-01-17T17:32:29,44.23199,-76.47478000000002,-0.1,-49.6,155,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,4
36898,36898,316013007,2017-01-29T20:50:38,44.23137,-76.4744,-0.1,-49.6,150,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,4
11275,11275,316013007,2017-01-09T19:52:34,44.23137,-76.47411,-0.1,-49.6,153,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,4
15546,15546,316013007,2017-01-13T03:58:55,44.23149,-76.47440999999998,-0.1,-49.6,148,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,4
24978,24978,316013007,2017-01-20T14:34:59,44.23224,-76.47511,-0.1,-49.6,157,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,4
16415,16415,316013007,2017-01-13T21:02:38,44.23218,-76.47504,-0.1,-49.6,148,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,4
