,Unnamed: 0,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,label
5087,5087,316013007,2017-01-04T22:55:28,44.23119000000001,-76.47453,-0.1,-49.6,175,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,1
14008,14008,316013007,2017-01-11T23:01:11,44.23169,-76.4747,-0.1,-49.6,167,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,1
2050,2050,316013007,2017-01-02T14:35:49,44.2279,-76.47415,-0.1,-49.6,173,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,1
34894,34894,316013007,2017-01-28T07:01:08,44.23154,-76.4741,-0.1,-49.6,164,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,1
3893,3893,316013007,2017-01-04T00:46:38,44.22869,-76.4742,-0.1,-49.6,175,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,1
35440,35440,316013007,2017-01-28T17:36:59,44.22297,-76.47283,-0.1,-49.6,158,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,1
34224,34224,316013007,2017-01-27T18:34:18,44.23092000000001,-76.47417,-0.1,-49.6,166,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,1
1357,1357,316013007,2017-01-02T01:08:58,44.23126,-76.47433000000002,-0.1,-49.6,162,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,1
25639,25639,316013007,2017-01-21T02:46:18,44.22605,-76.47479,-0.1,-49.6,178,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,1
13383,13383,316013007,2017-01-11T11:20:45,44.22628,-76.47381,-0.1,-49.6,176,WOLFE ISLANDER III,IMO7423079,VA3418,1018,under way using engine,62.49,20.27,2.3,60,1
